43	498	5	875981275
234	1035	3	892335142
90	11	4	891384113
230	196	5	880484755
1	60	5	875072370
262	185	3	879793164
221	1407	3	875247833
279	382	4	875312947
211	678	3	879461394
287	1016	5	875334430
167	603	4	892738212
119	154	5	874782022
126	878	5	887938392
60	474	5	883326028
296	427	5	884198772
300	243	4	875650068
194	971	3	879551049
83	186	4	880308601
207	1242	5	884386260
311	1116	3	884364623
181	406	1	878962955
130	550	5	878537602
245	222	4	888513212
168	235	2	884288270
256	756	4	882151167
1	177	5	876892701
59	10	4	888203234
223	258	1	891548802
243	225	3	879987655
148	1149	5	877016513
10	48	4	877889058
178	549	4	882827689
295	4	4	879518568
99	124	2	885678886
334	117	3	891544735
263	523	5	891298107
230	402	5	880485445
152	132	5	882475496
189	45	3	893265657
130	231	3	875801422
334	282	4	891544925
91	193	3	891439057
244	97	2	880605514
83	866	3	883867947
222	217	3	881060062
10	203	4	877891967
173	300	4	877556988
269	168	4	891448850
292	100	5	881103999
60	508	4	883327368
197	431	3	891409935
313	265	4	891016853
234	506	4	892318107
234	959	2	892334189
154	484	4	879139096
14	56	5	879119579
201	1211	3	884113806
181	359	1	878961668
52	748	4	882922629
308	579	3	887740700
212	515	4	879303571
13	42	4	882141393
268	99	3	875744744
119	245	4	886176618
44	202	4	878347315
126	884	5	887938392
159	111	4	880556981
90	301	4	891382392
320	42	4	884751712
301	25	3	882075110
114	269	4	881256090
9	691	5	886960055
315	17	1	879821003
137	195	5	881433689
183	562	3	891467003
297	301	4	876529834
334	603	5	891628849
18	954	3	880130640
152	97	5	882475618
184	498	5	889913687
325	430	5	891478028
39	315	4	891400094
231	127	3	879965565
302	309	2	879436820
63	150	4	875747292
201	375	3	884287140
200	103	2	891825521
13	94	3	882142057
297	22	4	875238984
201	844	2	884112537
14	93	3	879119311
240	343	3	885775831
184	716	3	889909987
216	12	5	881432544
38	122	1	892434801
257	276	5	882049973
256	778	4	882165103
200	229	5	884129696
148	177	2	877020715
249	22	5	879572926
184	47	4	889909640
276	58	4	874791169
268	432	3	875310145
224	258	3	888081947
145	25	2	875270655
298	261	4	884126805
244	743	5	880602170
289	410	2	876790361
59	132	5	888205744
301	1112	4	882079294
56	1090	3	892683641
327	192	5	887820828
285	288	5	890595584
133	328	3	890588577
71	346	4	885016248
293	1132	3	888905416
13	908	1	886302385
1	27	2	876892946
271	172	5	885848616
286	269	5	879780839
49	926	1	888069117
290	153	3	880475310
226	270	4	883888639
104	122	3	888465739
311	233	4	884365889
60	178	5	883326399
200	191	5	884128554
128	276	4	879967550
157	748	2	886890015
303	460	4	879543600
5	445	3	875720744
268	540	1	875542174
290	218	2	880475542
181	1346	1	878962086
189	276	3	893264300
90	659	4	891384357
321	134	3	879438607
279	108	4	892174381
197	770	3	891410082
217	566	4	889069903
193	682	1	889123377
34	310	4	888601628
293	157	5	888905779
297	300	3	874953892
24	742	4	875323915
259	405	3	874725120
303	1007	5	879544576
326	282	2	879875964
10	218	4	877889261
334	635	2	891548155
272	8	4	879455015
76	1129	5	875028075
13	300	1	881515736
194	431	4	879524291
256	291	5	882152630
148	185	1	877398385
276	318	5	874787496
227	126	4	879035158
311	553	3	884365451
198	427	4	884207009
13	180	5	882141248
286	100	3	876521650
271	451	3	885849447
59	318	5	888204349
328	655	4	886037429
25	174	5	885853415
90	971	4	891385250
157	150	5	874813703
106	69	4	881449886
173	322	4	877557028
276	1135	4	874791527
276	76	4	874791506
49	546	1	888069636
115	234	5	881171982
307	22	3	879205470
82	218	3	878769748
116	1082	3	876453171
80	50	3	887401533
59	381	5	888205659
236	143	4	890116163
56	174	5	892737191
82	413	1	884714593
82	69	4	878769948
144	727	3	888105765
7	526	5	891351042
49	531	3	888066511
1	260	1	875071713
243	129	2	879987526
313	488	5	891013496
207	273	4	878104569
334	222	4	891544904
83	95	4	880308453
162	230	2	877636860
326	496	5	879874825
236	686	3	890118372
17	9	3	885272558
92	1215	2	890251747
82	147	3	876311473
201	242	4	884110598
223	237	5	891549657
168	295	4	884287615
186	977	3	879023273
246	356	2	884923047
62	135	4	879375080
320	456	3	884748904
48	603	4	879434607
209	269	2	883589606
236	1328	4	890116132
92	673	4	875656392
71	285	3	877319414
5	167	2	875636281
67	240	5	875379566
188	554	2	875074891
326	54	3	879876300
234	462	4	892079840
31	302	4	881547719
228	886	1	889387173
172	603	3	875538027
314	1139	5	877888480
297	652	3	875239346
264	659	5	886122577
118	174	5	875385007
216	286	4	881432501
290	1013	2	880732131
256	278	5	882151517
200	820	3	884127370
49	312	3	888065786
118	433	5	875384793
293	195	3	888906119
13	29	2	882397833
42	405	4	881105541
293	566	3	888907312
125	158	4	892839066
315	230	4	879821300
296	83	5	884199624
188	204	4	875073478
201	4	4	884111830
253	747	3	891628501
315	531	5	879799457
210	134	5	887736070
119	1170	3	890627339
151	509	4	879524778
81	273	4	876533710
324	748	5	880575108
43	15	5	875975546
298	432	4	884183307
250	127	4	878089881
286	1265	5	884069544
203	294	2	880433398
267	226	3	878972463
194	735	4	879524718
303	99	4	879467514
193	195	1	889124507
57	588	4	883698454
92	672	3	875660028
207	269	4	877845577
325	154	3	891478480
280	86	4	891700475
197	449	5	891410124
39	352	5	891400704
197	510	5	891409935
117	1	4	880126083
132	922	5	891278996
271	180	5	885849087
222	433	4	881059876
103	117	4	880416313
201	26	4	884111927
270	387	5	876955689
104	100	4	888465166
95	96	4	879196298
130	204	5	875216718
290	239	2	880474451
314	833	4	877887155
313	969	4	891015387
295	722	4	879518881
269	412	3	891446904
49	1	2	888068651
332	228	5	888359980
301	11	4	882076291
125	434	4	879454100
336	66	3	877756126
1	145	2	875073067
327	230	4	887820448
262	292	4	879961282
313	205	5	891013652
321	523	3	879440687
248	185	3	884534772
38	384	5	892433660
224	778	1	888104057
217	1222	1	889070050
6	475	5	883599478
331	47	5	877196235
38	423	5	892430071
1	174	5	875073198
308	60	3	887737760
207	642	3	875991116
215	1039	5	891436543
56	239	4	892676970
109	1011	3	880571872
10	124	5	877888545
320	210	5	884749227
269	180	3	891448120
290	380	3	880731766
311	205	5	884365357
129	270	3	883243934
109	281	2	880571919
235	898	3	889654553
335	328	3	891566903
13	508	3	882140426
201	558	2	884112537
276	801	3	877935306
81	118	2	876533764
288	200	4	886373534
263	97	4	891299387
293	87	4	888907015
136	117	4	882694498
318	660	3	884497207
295	405	5	879518319
201	480	4	884111598
232	708	4	888550060
197	566	4	891409893
313	180	5	891014898
109	230	5	880579107
168	596	4	884287615
201	980	3	884140927
222	554	2	881060435
115	11	4	881171348
334	224	2	891545020
119	697	5	874782068
198	385	3	884208778
91	507	4	891438977
62	281	3	879373118
239	98	5	889180410
324	1033	4	880575589
201	823	3	884140975
322	50	5	887314418
107	305	4	891264327
64	2	3	889737609
28	50	4	881957090
246	202	3	884922272
168	1197	5	884287927
34	259	2	888602808
286	465	5	889651698
184	521	4	889908873
106	286	4	881449486
198	1117	3	884205252
291	53	5	874834827
25	477	4	885853155
1	159	3	875073180
181	1393	1	878961709
169	301	4	891268622
60	172	4	883326339
178	427	5	882826162
149	327	2	883512689
280	96	4	891700664
205	984	1	888284710
92	431	4	875660164
244	369	4	880605294
308	291	3	887739472
235	684	4	889655162
218	194	3	877488546
307	313	5	888095725
18	69	3	880129527
23	215	2	874787116
184	132	5	889913687
244	237	5	880602334
211	181	1	879461498
236	696	2	890117223
145	672	3	882182689
235	648	4	889655662
116	1016	2	876453376
178	358	1	888512993
11	561	2	891905936
329	512	4	891656347
183	405	4	891464393
308	467	4	887737194
207	576	3	877822904
198	249	2	884205277
100	750	4	891375016
291	168	5	874871800
115	762	4	881170508
151	169	5	879524268
305	403	2	886324792
338	494	3	879438570
292	525	5	881105701
234	671	3	892336257
234	584	3	892333653
279	275	3	875249232
234	638	4	892335989
110	79	4	886988480
106	273	3	881453290
128	111	3	879969215
298	151	3	884183952
42	845	5	881110719
128	747	3	879968742
190	717	3	891042938
1	82	5	878542589
99	421	3	885680772
313	208	3	891015167
13	45	3	882139863
305	302	4	886307860
94	185	5	885873684
271	204	4	885848314
128	83	5	879967691
267	50	5	878974783
142	189	4	888640317
1	56	4	875072716
18	214	4	880132078
188	234	4	875073048
235	100	4	889655550
303	408	4	879467035
100	266	2	891375484
178	302	4	892239796
42	781	4	881108280
18	488	3	880130065
184	14	4	889907738
293	521	3	888906288
293	849	2	888907891
198	156	3	884207058
234	966	4	892334189
181	1351	1	878962168
194	153	3	879546723
1	272	3	887431647
265	279	2	875320462
159	323	4	880485443
332	229	5	888360342
334	229	2	891549777
126	258	4	887853919
200	225	4	876042299
63	246	3	875747514
271	134	3	885848518
179	316	5	892151202
308	959	3	887739335
270	70	5	876955066
181	1198	1	878962585
21	445	3	874951658
326	675	4	879875457
268	823	2	875742942
109	845	4	880571684
339	132	5	891032953
244	95	4	880606418
62	702	2	879376079
321	615	5	879440109
254	141	3	886472836
295	423	4	879517372
271	241	3	885849207
7	519	4	891352831
334	52	4	891548579
136	14	5	882693338
192	1160	4	881367456
259	176	4	874725386
244	509	5	880606017
238	815	2	883576398
73	127	5	888625200
249	455	4	879640326
320	291	4	884749014
13	820	4	882398743
10	283	4	877892276
321	207	3	879440244
201	991	4	884110735
102	559	3	888803052
190	742	3	891033841
311	99	5	884365075
309	333	3	877370419
62	685	2	879373175
116	187	5	886310197
295	966	5	879518060
234	72	3	892335674
255	984	1	883215902
161	582	1	891170800
87	550	4	879876074
59	559	5	888206562
140	322	3	879013684
224	301	3	888082013
90	486	5	891383912
14	792	5	879119651
194	216	3	879523785
222	501	2	881060331
90	311	4	891382163
328	43	3	886038224
7	633	5	891351509
151	228	5	879524345
297	223	5	875238638
207	529	4	878191679
130	930	3	876251072
314	743	1	877886443
181	926	1	878962866
13	509	5	882140691
232	523	4	888549757
201	87	3	884111775
223	470	4	891550767
18	602	3	880131407
82	495	3	878769668
144	403	3	888105636
186	322	5	879022927
250	174	3	878092104
321	194	3	879441225
28	12	4	881956853
28	895	4	882826398
151	405	3	879543055
207	1102	3	880839891
201	164	3	884112627
6	509	4	883602664
42	380	4	881108548
221	895	2	885081339
328	10	4	885047099
270	159	4	876956233
269	340	5	891446132
216	249	3	880232917
201	1424	3	884113114
85	86	4	879454189
95	843	4	880572448
306	275	4	876503894
256	235	3	882153668
85	692	3	879828490
11	312	4	891902157
305	210	3	886323006
181	321	2	878961623
151	7	4	879524610
296	961	5	884197287
119	595	3	874781067
314	929	3	877887356
279	363	5	890451473
188	357	4	875073647
214	872	2	891542492
234	209	4	892317967
5	426	3	878844510
1	80	4	876893008
246	578	2	884923306
294	979	3	877819897
314	73	4	877889205
312	98	4	891698300
208	662	4	883108842
43	382	5	883955702
254	596	4	886473852
3	294	2	889237224
44	153	4	878347234
25	742	4	885852569
94	79	4	885882967
262	406	3	879791537
35	1025	3	875459237
148	501	4	877020297
70	423	5	884066910
83	265	5	880308186
5	222	4	875635174
308	1028	2	887738972
109	62	3	880578711
49	173	3	888067691
314	468	4	877892214
334	1163	4	891544764
269	205	3	891447841
38	318	3	892430071
102	222	3	888801406
329	297	4	891655868
305	1411	3	886324865
236	289	4	890117820
313	131	4	891015513
332	284	5	887938245
121	121	2	891388501
60	183	5	883326399
339	1030	1	891036707
296	544	4	884196938
11	720	1	891904717
263	272	5	891296919
303	203	5	879467669
288	182	4	886374497
291	17	4	874834850
308	628	3	887738104
13	755	3	882399014
64	231	3	889740880
277	24	4	879543931
130	572	3	878537853
293	386	2	888908065
279	368	1	886016352
189	253	4	893264150
296	32	4	884197131
305	169	5	886322893
303	262	5	879466065
95	211	3	879197652
207	1098	4	877879172
110	1248	3	886989126
312	408	4	891698174
279	1413	5	875314434
15	301	4	879455233
116	484	4	886310197
198	51	3	884208455
13	2	3	882397650
332	232	5	888098373
44	55	4	878347455
62	716	4	879375951
148	529	5	877398901
303	421	4	879466966
276	56	5	874791623
311	484	4	884366590
58	475	5	884304609
85	488	4	879455197
330	584	3	876547220
181	1067	1	878962550
301	515	3	882074561
13	830	1	882397581
127	268	1	884363990
37	56	5	880915810
314	924	5	877886921
201	210	2	884111270
198	511	4	884208326
94	742	3	891722214
209	258	2	883589626
305	610	3	886324128
67	405	5	875379794
294	120	2	889242937
246	98	4	884921428
194	162	3	879549899
307	393	3	877123041
95	976	2	879195703
268	252	3	875743182
216	298	5	881721819
5	453	1	879198898
223	845	4	891549713
293	124	4	888904696
224	1119	3	888082634
299	176	4	880699166
130	71	5	875801695
130	50	5	874953665
54	313	4	890608360
62	473	4	879373046
312	495	4	891699372
125	22	5	892836395
318	357	4	884496069
204	748	1	892392030
182	293	3	885613152
49	569	3	888067482
69	56	5	882145428
64	959	4	889739903
325	179	5	891478529
286	272	5	884069298
116	880	3	876680723
215	89	4	891435060
46	333	5	883611374
246	294	2	884924460
213	25	4	878870750
90	213	5	891383718
110	188	4	886988574
212	511	4	879304051
57	1059	3	883697432
57	825	1	883697761
297	282	3	874954845
276	176	5	874792401
106	45	3	881453290
151	66	4	879524974
276	66	3	874791993
269	76	3	891448456
154	286	4	879138235
210	219	3	887808581
306	319	4	876503793
324	471	5	880575412
265	472	3	875320542
85	389	3	882995832
54	325	3	880930146
18	498	4	880129940
271	345	3	885844666
123	22	4	879809943
87	1189	5	879877951
217	810	3	889070050
198	148	3	884206401
116	257	3	876452523
131	274	3	883681351
297	692	3	875239018
266	874	2	892257101
109	796	3	880582856
189	480	5	893265291
22	294	1	878886262
234	471	3	892335074
328	679	2	885049460
56	79	4	892676303
178	978	2	882824983
216	226	3	880244803
38	444	1	892433912
219	179	5	889492687
43	944	2	883956260
279	1484	3	875307587
236	507	3	890115897
296	1009	3	884196921
271	490	4	885848886
206	903	2	888180018
21	295	3	874951349
318	47	2	884496855
59	230	4	888205714
151	175	5	879524244
263	86	4	891299574
308	193	3	887737837
152	125	5	880149165
123	165	5	879872672
169	174	4	891359418
294	10	3	877819490
197	651	5	891409839
263	892	3	891297766
63	109	4	875747731
206	362	1	888180018
52	498	5	882922948
316	213	5	880853516
72	89	3	880037164
189	705	4	893265569
80	87	4	887401307
198	746	4	884207946
85	56	4	879453587
194	56	5	879521936
110	82	4	886988480
99	741	3	885678886
7	195	5	891352626
323	546	2	878739519
21	982	1	874951482
334	93	4	891545020
12	82	4	879959610
43	235	3	875975520
228	288	4	889387173
109	90	3	880583192
13	64	5	882140037
178	288	5	882823353
181	887	1	878962005
123	606	3	879872540
82	64	5	878770169
138	285	4	879023245
87	1182	3	879877043
201	304	2	884110967
70	202	4	884066713
178	655	4	882827247
327	558	4	887746196
315	654	5	879821193
251	55	3	886271856
42	70	3	881109148
311	482	4	884365104
129	272	4	883243972
307	193	3	879205470
10	4	4	877889130
338	211	4	879438092
95	514	2	888954076
342	1047	2	874984854
342	792	3	875318882
201	213	4	884111873
32	276	4	883717913
257	289	4	879029543
14	175	5	879119497
299	174	4	877880961
6	134	5	883602283
320	433	4	884751730
305	257	2	886322122
28	153	3	881961214
308	609	4	887739757
287	218	5	875335424
62	421	5	879375716
269	172	3	891449031
119	628	4	874775185
279	1142	1	890780603
224	1442	3	888104281
308	528	3	887737036
151	435	4	879524131
328	216	3	885045899
295	493	5	879516961
62	96	4	879374835
59	1109	3	888205088
255	258	4	883215406
102	195	4	888801360
128	660	2	879968415
8	79	4	879362286
197	1419	2	891410124
217	578	5	889070087
313	204	4	891014401
162	298	4	877635690
30	289	2	876847817
260	319	2	890618198
57	294	4	883696547
334	86	4	891548295
308	54	2	887740254
210	255	4	887730842
213	447	4	878955598
189	1021	5	893266251
220	306	4	881197664
104	1241	1	888465379
339	582	4	891032793
28	184	4	881961671
51	148	3	883498623
244	157	4	880604119
234	491	4	892079538
275	588	3	875154535
186	53	1	879023882
99	1052	1	885679533
269	131	5	891449728
311	720	3	884366307
270	1119	5	876955729
286	1035	3	877532094
311	94	3	884366187
211	257	5	879461498
239	671	5	889179290
201	98	4	884111312
43	403	4	883956305
315	216	4	879821120
53	924	3	879443303
308	452	2	887741329
338	613	3	879438597
90	357	5	891385132
303	327	1	879466166
247	271	2	893081411
144	303	4	888103407
102	1030	1	892994075
90	739	5	891384789
72	527	4	880036746
286	248	5	875806800
201	32	3	884140049
327	497	4	887818658
141	125	5	884585642
167	675	1	892738277
262	217	3	879792818
151	813	4	879524222
13	859	1	882397040
276	207	4	874795988
246	1073	4	884921380
298	98	4	884127720
23	88	3	874787410
94	700	2	891723427
130	772	4	876251804
5	403	3	875636152
297	176	4	881708055
178	250	4	888514821
128	417	4	879968447
270	281	5	876956137
63	251	4	875747514
42	357	5	881107687
100	288	2	891374603
334	100	5	891544707
162	222	4	877635758
184	1020	4	889908630
13	625	2	882398691
72	79	4	880037119
213	8	3	878955564
82	13	2	878768615
314	735	5	877888855
59	488	3	888205956
14	313	2	890880970
236	200	3	890115856
325	240	1	891479592
286	164	3	877533586
268	768	3	875744895
83	77	4	880308426
313	230	3	891015049
21	218	4	874951696
325	656	4	891478219
283	83	4	879298239
223	323	2	891549017
130	418	5	875801631
28	282	4	881957425
43	7	4	875975520
293	559	2	888906168
286	432	3	878141681
176	272	5	886047068
237	499	2	879376487
332	451	5	888360179
303	273	3	879468274
286	13	2	876521933
327	169	2	887744205
262	50	2	879962366
312	631	5	891699599
102	734	2	892993786
16	655	5	877724066
23	90	2	874787370
249	182	5	879640949
18	209	4	880130861
293	216	4	888905990
308	607	3	887737084
164	689	5	889401490
306	1009	4	876503995
327	655	4	887745303
280	756	4	891701649
106	97	5	881450810
109	147	4	880564679
156	58	4	888185906
133	260	1	890588878
23	511	5	874786770
112	689	4	884992668
116	313	5	886978155
271	13	4	885847714
313	136	5	891014474
240	898	5	885775770
52	405	4	882922610
280	202	3	891701090
262	1278	4	879961819
275	252	2	876197944
187	732	3	879465419
13	428	5	882140588
268	946	3	875310442
234	283	3	891227814
16	151	5	877721905
336	108	3	877757320
235	435	5	889655434
216	274	3	880233061
246	215	2	884921058
13	913	1	892014908
21	439	1	874951820
94	99	3	891721815
82	275	2	884714125
339	55	3	891032765
59	1116	3	888206562
217	685	5	889069782
295	736	5	879966498
170	328	3	884103860
151	826	1	879543212
13	212	5	882399385
223	1	4	891549324
246	196	3	884921861
154	137	3	879138657
158	144	4	880134445
11	120	2	891903935
